timestamp,as113brd-br_112_113_1-10.113.0.254:1,as113brd-br_112_113_2-10.113.0.253:2,as113brd-br_113_114_1-10.113.0.252:3,as113brd-br_113_114_2-10.113.0.251:4,as113brd-br_113_114_3-10.113.0.250:5
2025-10-15 08:59:42.003000+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-15 08:59:43.134000+00:00,0.0,0.08920954907161803,0.0,0.030337754199823163,0.0
2025-10-15 08:59:44.358000+00:00,0.05362745098039216,2.2801176470588236,0.1475032679738562,0.1445686274509804,0.14808496732026144
2025-10-15 08:59:45.536000+00:00,0.11788794567062819,2.359151103565365,0.028943972835314094,0.00635653650254669,0.02536502546689304
2025-10-15 08:59:46.654000+00:00,0.047856887298747756,2.235914132379248,0.041846153846153845,0.04204651162790697,0.04088729874776386
2025-10-15 08:59:47.812000+00:00,0.0055544041450777204,2.2832677029360973,0.006466321243523317,0.006466321243523317,0.012075993091537134
2025-10-15 08:59:48.944000+00:00,0.0056819787985865735,2.280240282685513,0.13674911660777386,0.14925088339222614,0.03616254416961131
2025-10-15 08:59:50.148000+00:00,0.1518936877076412,2.429501661129568,0.051063122923588035,0.026199335548172758,0.13895016611295682
2025-10-15 08:59:51.341000+00:00,0.038665549036043585,2.1966202849958085,0.00627661357921207,0.04009388097233864,0.00627661357921207
2025-10-15 08:59:52.479000+00:00,0.005652021089630932,2.262249560632689,0.04202460456942004,0.013159929701230231,0.04482249560632689
2025-10-15 08:59:53.600000+00:00,0.0057377341659232825,2.269052631578947,0.006679750223015165,0.03553969669937555,0.006679750223015165
2025-10-15 08:59:54.748000+00:00,0.06219512195121952,2.271818815331011,0.15788153310104533,0.14531707317073173,0.15401393728222998
2025-10-15 08:59:55.961000+00:00,0.11245507007419621,2.373144270403957,0.03074690849134377,0.024929925803792247,0.026737015663643855
2025-10-15 08:59:57.097000+00:00,0.04616901408450705,2.275654929577465,0.04127464788732395,0.021239436619718312,0.049281690140845075
2025-10-15 08:59:58.229000+00:00,0.0056819787985865735,2.2534487632508835,0.006614840989399294,0.006614840989399294,0.006614840989399294
2025-10-15 08:59:59.368000+00:00,0.005647058823529412,2.249657594381036,0.037604916593503075,0.03819490781387182,0.03594732221246708
2025-10-15 09:00:00.528000+00:00,0.1431793103448276,2.2606689655172416,0.1461448275862069,0.152648275862069,0.1445586206896552
2025-10-15 09:00:01.743000+00:00,0.07128888888888889,2.381116049382716,0.006162962962962963,0.03853168724279835,0.006162962962962963
2025-10-15 09:00:02.892000+00:00,0.005597911227154047,2.281886858137511,0.04706701479547432,0.006516971279373368,0.04087032201914708
2025-10-15 09:00:04.059000+00:00,0.005511568123393316,2.1737035132819194,0.03633933161953728,0.03412510711225364,0.04274892887746358
2025-10-15 09:00:05.187000+00:00,0.030361702127659578,1.9350212765957449,0.006638297872340426,0.15422695035460993,0.006638297872340426
2025-10-15 09:00:06.413000+00:00,0.13184991843393148,1.8942577487765089,0.14055464926590538,0.010649265905383362,0.13463621533442088
2025-10-15 09:00:07.555000+00:00,0.04215761821366025,1.9185429071803854,0.039985989492119095,0.039313485113835374,0.03904728546409808
2025-10-15 09:00:08.640000+00:00,0.011059907834101382,1.9316350230414747,0.006901382488479263,0.040184331797235025,0.006901382488479263
2025-10-15 09:00:09.760000+00:00,0.005742857142857142,1.928142857142857,0.03654285714285714,0.007542857142857142,0.038599999999999995
2025-10-15 09:00:10.862000+00:00,0.1591288566243194,1.9238402903811251,0.13169509981851177,0.14323049001814883,0.027121597096188745
2025-10-15 09:00:12.045000+00:00,0.005437024513947591,1.8939306846999153,0.01775147928994083,0.03544885883347421,0.11855959425190195
2025-10-15 09:00:13.216000+00:00,0.04546541417591802,1.9324679760888128,0.037451750640478225,0.006394534585824081,0.035955593509820666
2025-10-15 09:00:14.388000+00:00,0.005488054607508533,1.9112764505119455,0.03729692832764505,0.03967918088737202,0.03656655290102389
2025-10-15 09:00:15.532000+00:00,0.005622377622377623,1.91972027972028,0.006545454545454546,0.12963636363636366,0.005706293706293707
2025-10-15 09:00:16.658000+00:00,0.17613499111900535,1.9684973357015987,0.1365683836589698,0.00835523978685613,0.1429484902309059
2025-10-15 09:00:17.834000+00:00,0.039224489795918374,1.8783605442176872,0.04053061224489796,0.06084353741496599,0.03998639455782313
2025-10-15 09:00:18.977000+00:00,0.006383202099737533,1.8502187226596676,0.009910761154855643,0.03727734033245844,0.01142257217847769
2025-10-15 09:00:20.148000+00:00,0.005492741246797608,1.955853116994022,0.0386199829205807,0.006394534585824081,0.03568232280102476
2025-10-15 09:00:21.329000+00:00,0.029432684165961048,1.923955969517358,0.14300423370025403,0.14563251481795086,0.14063336155800168
2025-10-15 09:00:22.491000+00:00,0.14449569707401033,1.9461893287435459,0.006444061962134252,0.030719449225473323,0.008096385542168676
2025-10-15 09:00:23.628000+00:00,0.04637467018469656,1.8800492524186454,0.04035883905013192,0.022128408091468776,0.04123131046613896
2025-10-15 09:00:24.754000+00:00,0.0057122557726465364,1.8459111900532863,0.03635523978685613,0.03734280639431617,0.03634813499111901
2025-10-15 09:00:25.868000+00:00,0.005773788150807899,1.9059820466786352,0.011719928186714542,0.006721723518850987,0.006721723518850987
2025-10-15 09:00:27.008000+00:00,0.16761403508771933,1.9378035087719299,0.14736140350877194,0.1517122807017544,0.15154385964912281
2025-10-15 09:00:28.190000+00:00,0.029617597292724198,1.9755194585448395,0.00633502538071066,0.0431269035532995,0.00633502538071066
2025-10-15 09:00:29.356000+00:00,0.016713550600343054,1.8030120068610636,0.04188679245283019,0.006421955403087478,0.041735849056603776
