timestamp,metric,interface,isd_as,neighbor_isd_as,raw_delta,delta_seconds,normalized_delta
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,->1,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,->2,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,->3,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,->4,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,->5,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,->7,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,6,1-112,1-114,266825.0,1.124,237388.79003558715
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,internal,1-112,1-112,16792.0,1.124,14939.501779359429
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,physical_local,1-112,local,16792.0,1.124,14939.501779359429
2025-10-15T08:36:13.447000+00:00,router_input_bytes_total,physical_remote,1-112,remote,266825.0,1.124,237388.79003558715
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,->1,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,->2,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,->3,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,->4,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,->5,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,->7,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,6,1-112,1-114,253.0,1.124,225.08896797153022
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,internal,1-112,1-112,130.0,1.124,115.65836298932383
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,physical_local,1-112,local,130.0,1.124,115.65836298932383
2025-10-15T08:36:13.447000+00:00,router_input_pkts_total,physical_remote,1-112,remote,253.0,1.124,225.08896797153022
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,->1,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,->2,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,->3,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,->4,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,->5,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,->7,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,6,1-112,1-114,16792.0,1.124,14939.501779359429
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,internal,1-112,1-112,266825.0,1.124,237388.79003558715
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,physical_local,1-112,local,266825.0,1.124,237388.79003558715
2025-10-15T08:36:13.447000+00:00,router_output_bytes_total,physical_remote,1-112,remote,16792.0,1.124,14939.501779359429
2025-10-15T08:36:13.447000+00:00,router_output_pkts_total,->1,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_pkts_total,->2,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_pkts_total,->3,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_pkts_total,->4,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_pkts_total,->5,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_pkts_total,->7,1-112,unknown,0.0,1.124,0.0
2025-10-15T08:36:13.447000+00:00,router_output_pkts_total,6,1-112,1-114,130.0,1.124,115.65836298932383
