timestamp,as112brd-br_111_112_1-10.112.0.254:1,as112brd-br_111_112_2-10.112.0.253:2,as112brd-br_111_112_3-10.112.0.252:3,as112brd-br_112_113_1-10.112.0.251:4,as112brd-br_112_113_2-10.112.0.250:5,as112brd-br_112_114_1-10.112.0.249:6,as112brd-br_112_114_2-10.112.0.248:7
2025-10-14 15:40:28.666000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-14 15:40:29.764000+00:00,0.0,0.17422950819672128,0.019825136612021857,0.0,0.0,0.05212386156648451,0.05232786885245901
2025-10-14 15:40:30.975000+00:00,0.16568125516102394,0.5013179190751444,0.1498398018166804,0.07129975227085053,0.12944013212221303,0.059990090834021466,0.05608587943848059
2025-10-14 15:40:32.121000+00:00,0.015616055846422339,0.3360279232111693,0.006534031413612566,0.034785340314136125,0.07163699825479931,0.011141361256544503,0.011141361256544503
2025-10-14 15:40:33.219000+00:00,0.0068196721311475405,0.6887577413479052,0.02045901639344262,0.07534426229508197,0.08111475409836065,0.06538433515482694,0.05371948998178506
2025-10-14 15:40:34.341000+00:00,0.0133475935828877,0.7316648841354724,0.0133475935828877,0.024634581105169338,0.16189661319073084,0.02275935828877005,0.03413903743315508
2025-10-14 15:40:35.502000+00:00,0.012899224806201549,0.8528303186907839,0.06023772609819121,0.014635658914728681,0.08059259259259259,0.1214194659776055,0.12452024117140396
2025-10-14 15:40:36.807000+00:00,0.1792735632183908,1.1608091954022988,0.12928122605363984,0.11008122605363985,0.23085977011494255,0.029351724137931037,0.029351724137931037
2025-10-14 15:40:38.108000+00:00,0.01726671790930054,0.9919200614911606,0.03453343581860108,0.015348193697156036,0.11247348193697157,0.07394312067640277,0.0551575710991545
2025-10-14 15:40:39.326000+00:00,0.018443349753694584,1.359415435139573,0.02459113300492611,0.09182922824302135,0.23251231527093597,0.05241379310344828,0.0733793103448276
2025-10-14 15:40:40.475000+00:00,0.026067885117493472,1.6536605744125326,0.09643864229765013,0.04055004351610096,0.16097476066144475,0.14159791122715404,0.14228720626631852
2025-10-14 15:40:41.964000+00:00,0.17482337139019474,1.4960483546004029,0.09861652115513767,0.09710678307588985,0.2634197447951645,0.03429952988582941,0.03429952988582941
2025-10-14 15:40:43.208000+00:00,0.03009646302250804,1.6989067524115755,0.06019292604501608,0.026752411575562702,0.19117041800643086,0.1295176848874598,0.13162700964630225
2025-10-14 15:40:44.528000+00:00,0.028363636363636365,1.966430303030303,0.028363636363636365,0.1217151515151515,0.26804848484848487,0.04836363636363636,0.04836363636363636
2025-10-14 15:40:45.768000+00:00,0.0664258064516129,2.0373548387096774,0.16008387096774193,0.032206451612903225,0.2777483870967742,0.14549032258064515,0.10792903225806451
2025-10-14 15:40:47.293000+00:00,0.1581849180327869,2.2710190163934425,0.08954754098360657,0.10243672131147541,0.2811436065573771,0.10550032786885245,0.14132459016393442
2025-10-14 15:40:48.545000+00:00,0.035884984025559105,2.411993610223642,0.04186581469648562,0.06911182108626197,0.2718338658146965,0.09809584664536741,0.09810223642172523
2025-10-14 15:40:49.831000+00:00,0.08151788491446345,2.6395334370139967,0.08151788491446345,0.10709175738724727,0.37846345256609637,0.07547122861586315,0.06949922239502333
2025-10-14 15:40:51.383000+00:00,0.03377319587628866,2.8016701030927837,0.1392422680412371,0.030020618556701028,0.2748298969072165,0.1919742268041237,0.1994278350515464
2025-10-14 15:40:52.890000+00:00,0.20167219641672196,2.9100783012607834,0.10224286662242867,0.14678699402786996,0.41957796947577974,0.15945852687458528,0.15945321831453219
2025-10-14 15:40:54.540000+00:00,0.036305454545454544,2.7841551515151517,0.04084363636363637,0.05647515151515152,0.29733818181818183,0.06964363636363637,0.06964363636363637
2025-10-14 15:40:56.115000+00:00,0.08557714285714285,2.4808787301587305,0.1293968253968254,0.10747428571428572,0.4098387301587302,0.12891428571428573,0.12891428571428573
2025-10-14 15:40:57.718000+00:00,0.2115832813474735,2.0712913287585777,0.1277105427323768,0.14355583281347473,0.35373175296319403,0.14629070492825952,0.14778789769182782
2025-10-14 15:40:59.489000+00:00,0.04228119706380576,1.8918802936194241,0.08456239412761152,0.06360248447204969,0.2830446075663467,0.15747939017504237,0.1557357425183512
2025-10-14 15:41:00.969000+00:00,0.10624864864864865,1.8840162162162164,0.7731783783783783,0.11935135135135135,0.32549189189189187,0.17872972972972972,0.2049027027027027
2025-10-14 15:41:02.730000+00:00,0.8703554798409995,1.9613583191368542,0.42275525269733105,0.1438137421919364,0.3208268029528677,0.2034480408858603,0.1929040318001136
2025-10-14 15:41:04.427000+00:00,0.3526505598114319,1.9334496169711253,0.4549723040659988,0.061416617560400705,0.24611431938715378,0.34589982321744256,0.23244784914555094
2025-10-14 15:41:06.255000+00:00,0.4414660831509847,1.8185820568927789,1.3425207877461705,0.16728227571115972,0.27602188183807436,1.3473129102844639,0.20366739606126913
2025-10-14 15:41:07.797000+00:00,0.671916990920882,2.2679740596627758,1.046905317769131,0.23238910505836577,0.36007263294422825,0.7834345006485084,1.6430090791180285
2025-10-14 15:41:09.704000+00:00,0.4106554798112218,1.6685474567383325,2.629390665967488,0.1804467750393288,0.1804509701101206,0.5763565810173047,0.4576864184583115
2025-10-14 15:41:11.738000+00:00,0.4379941002949853,1.8620176991150443,1.3272094395280238,0.1930147492625369,0.27432055063913474,0.5623126843657817,0.5773765978367749
2025-10-14 15:41:13.665000+00:00,0.5920747275557862,2.1041619097042035,1.7895381421899326,0.23118629994810586,0.31239854696419306,0.8659968863518422,0.786673585884795
2025-10-14 15:41:15.706000+00:00,0.4386516413522783,1.76118765311122,1.452578147966683,0.15662126408623225,0.22649289563939246,0.6020852523272906,0.5682743753062225
2025-10-14 15:41:17.722000+00:00,0.50075,1.849892857142857,1.4877103174603175,0.21148809523809523,0.31221031746031747,0.5889087301587301,0.5393373015873015
2025-10-14 15:41:19.764000+00:00,0.5309657198824682,2.100223310479922,1.616669931439765,0.23352791380999022,0.3425857002938296,0.794052889324192,0.8365288932419198
2025-10-14 15:41:21.918000+00:00,0.4463324048282266,1.8938272980501394,1.527372330547818,0.216661095636026,0.28629155060352834,0.6509006499535748,1.2329656453110491
2025-10-14 15:41:24.409000+00:00,1.110464873544761,1.7467908470493776,1.3366647932557205,0.25648173424327575,0.2631778402248093,0.6160610196708148,0.9302159775190686
