flow,S2C_attempted_bps,S2C_achieved_bps,S2C_target_miss_rate_%,C2S_attempted_bps,C2S_achieved_bps,C2S_target_miss_rate_%,C2S_network_loss_rate_%
F1,0,0,0,500000,499413,0.10,0.10
F2,0,0,0,499986,499385,0.10,0.10
F3,0,0,0,500000,499664,0.10,0.10
F4,0,0,0,499985,499612,0.10,0.10
F5,0,0,0,500000,499617,0.10,0.10
F6,0,0,0,499984,499773,0,0
F7,0,0,0,500000,499286,0.10,0.10
F8,0,0,0,499984,499697,0.10,0.10
