flow,S2C_attempted_bps,S2C_achieved_bps,S2C_target_miss_rate_%,C2S_attempted_bps,C2S_achieved_bps,C2S_target_miss_rate_%,C2S_network_loss_rate_%
F1,0,0,0,500000,499466,0.10,0.10
F2,0,0,0,499986,499467,0.10,0.10
F3,0,0,0,500000,499496,0.10,0.10
F4,0,0,0,499985,499584,0.10,0.10
F5,0,0,0,500000,499058,0.20,0.20
F6,0,0,0,499984,499381,0.10,0.10
F7,0,0,0,500000,499782,0,0
F8,0,0,0,499984,499888,0,0
